customer_id,country,region,signup_date,age,segment,primary_channel,is_student,has_membership,churn_risk
693,CA,Midwest,2024-02-20,27,Retail,Web,0,0,0.351852529542629
694,US,Midwest,2023-11-13,31,Retail,Web,0,0,0.39944960539232566
695,US,Midwest,2023-01-19,30,Retail,Mobile App,0,0,0.48207161364256507
696,US,West,2023-03-10,38,Retail,Web,0,0,0.7770533818726586
697,US,West,2023-04-25,46,Retail,In-Store,0,0,0.5312787562086384
698,UK,Midwest,2024-03-13,36,SMB,Mobile App,0,0,0.305107936033062
699,IN,West,2024-02-21,23,Retail,Web,0,1,0.5790665573052766
700,US,Northeast,2023-08-29,34,SMB,Mobile App,0,0,0.4171340202098024
701,UK,Midwest,2023-04-25,36,Retail,In-Store,0,1,0.2665922604300489
702,UK,South,2023-04-28,21,Retail,In-Store,0,0,0.34404084611442154
703,US,Northeast,2023-08-19,32,Retail,Web,0,0,0.44360152615954124
704,CA,South,2023-09-25,36,Retail,Mobile App,0,0,0.26200798441504136
705,US,Northeast,2023-03-25,22,Retail,Partner,0,0,0.2898461885672027
706,IN,South,2024-05-24,24,Retail,Mobile App,0,0,0.3991731953733453
707,US,Northeast,2023-06-11,38,SMB,Mobile App,0,1,0.09217583562863514
708,IN,Midwest,2023-07-08,31,Retail,Web,0,1,0.07043511877240233
709,AU,South,2023-08-21,31,Retail,In-Store,0,0,0.3585181979931885
710,US,South,2024-01-08,37,Retail,In-Store,1,0,0.4295305778420596
711,US,Northeast,2023-10-18,41,Retail,Web,0,0,0.6596288232204864
712,US,Northeast,2023-12-01,36,Retail,Web,0,0,0.7001686590938252
713,US,Midwest,2024-05-08,30,Retail,In-Store,0,0,0.4492964479957292
714,UK,West,2023-03-15,34,Retail,Mobile App,0,0,0.685305823321759
715,US,West,2023-08-04,37,Retail,In-Store,0,1,0.4427369698521089
716,US,Northeast,2023-06-17,36,SMB,Mobile App,0,0,0.5829665781040867
717,US,South,2023-07-17,32,Retail,In-Store,1,1,0.4467901996935756
718,UK,Northeast,2023-10-08,23,Retail,Partner,1,0,0.6852538740297364
719,US,West,2023-04-13,41,SMB,Web,0,1,0.13695022286322195
720,AU,South,2023-09-18,44,Retail,Mobile App,0,0,0.4511483030636773
721,IN,Northeast,2023-10-15,33,Retail,Partner,0,0,0.3797660529135297
722,US,Northeast,2023-07-28,29,Retail,Mobile App,0,0,0.6143743359485512
723,US,South,2023-09-29,38,Enterprise,Web,1,1,0.17475255197818174
724,CA,Northeast,2023-05-04,38,SMB,Mobile App,0,0,0.5659122471237705
725,US,Northeast,2023-06-09,27,Retail,Web,0,1,0.076128501487348
726,US,Northeast,2023-06-30,18,Retail,Mobile App,0,0,0.4501569501526894
727,US,Northeast,2024-07-04,41,Retail,Mobile App,0,1,0.11650364300645387
728,US,Midwest,2024-05-23,48,SMB,In-Store,0,0,0.3501240283436077
729,IN,South,2023-10-09,32,Retail,Mobile App,0,0,0.4882619031195909
730,US,Midwest,2024-07-25,18,SMB,Mobile App,0,1,0.6254185018289106
731,US,South,2023-06-19,33,Retail,Mobile App,0,1,0.1273817575689829
732,US,West,2023-07-20,30,Retail,Mobile App,0,0,0.6162768614722411
733,US,West,2023-07-04,18,Retail,In-Store,0,0,0.6480836935948167
734,US,Midwest,2023-08-25,18,SMB,Web,0,0,0.33023582196675644
735,CA,South,2023-06-03,34,Retail,Web,0,0,0.3236237146515599
736,UK,South,2023-06-06,50,Retail,Mobile App,0,1,0.054032152995085764
737,US,South,2024-01-28,47,Retail,Web,0,1,0.15219029239235382
738,US,West,2023-11-29,18,SMB,In-Store,0,0,0.5957711242056594
739,CA,West,2023-11-17,31,Retail,Web,0,1,0.3195200215220337
740,UK,South,2023-08-01,38,Enterprise,Web,0,0,0.6206925868800259
741,US,Midwest,2024-07-06,22,Retail,Mobile App,0,1,0.1084308354306192
742,US,West,2023-02-28,43,Retail,Web,0,0,0.42412089292740174
743,US,Midwest,2023-05-21,39,Retail,In-Store,0,1,0.5241808361755209
744,US,Northeast,2023-03-18,42,Retail,In-Store,0,0,0.31815215636905586
745,UK,South,2024-01-16,35,Retail,Mobile App,0,0,0.6433814500875734
746,US,Northeast,2023-05-14,20,Retail,Web,0,1,0.16330363985088664
747,CA,Northeast,2023-02-28,19,Retail,In-Store,0,0,0.33381842194800315
748,AU,South,2023-01-17,22,SMB,In-Store,0,0,0.4723864974736935
749,US,West,2023-06-22,29,Retail,In-Store,0,0,0.5200222610241086
750,US,West,2023-05-07,39,SMB,In-Store,0,1,0.09882376614169823
751,CA,South,2024-01-20,32,Retail,Mobile App,0,0,0.21491397176721058
752,US,Midwest,2023-09-08,32,SMB,Mobile App,0,1,0.5037658276391713
753,US,Midwest,2023-10-28,33,Retail,In-Store,0,0,0.44204120975883543
754,IN,Northeast,2024-04-09,43,Retail,Partner,0,1,0.21970877625390112
755,US,Northeast,2023-12-26,39,Retail,In-Store,0,0,0.8015108780643287
756,US,South,2024-02-08,35,Retail,Mobile App,0,0,0.6955996535663422
757,AU,West,2023-10-01,26,SMB,Mobile App,0,0,0.30587118736487995
758,US,Northeast,2024-02-28,30,Retail,Web,0,0,0.6131213581921031
759,US,South,2023-07-14,53,Retail,In-Store,1,1,0.1299852418455179
760,UK,Midwest,2023-08-14,37,Retail,Web,0,0,0.4741082427661813
761,US,West,2023-06-30,37,Retail,Web,0,0,0.6641957294781788
762,US,South,2023-04-10,28,Retail,Web,0,0,0.39137907338208255
763,CA,West,2024-07-25,32,Retail,Mobile App,0,0,0.3419574763200094
764,UK,Midwest,2023-11-02,27,Retail,In-Store,0,0,0.27489751022689674
765,AU,Midwest,2024-03-10,22,SMB,Mobile App,0,0,0.24762830627727705
766,CA,Northeast,2023-11-09,39,Retail,In-Store,0,1,0.019713610857019753
767,UK,South,2023-10-11,44,Retail,Web,1,0,0.6795117869393599
768,US,South,2024-03-04,32,Retail,Web,0,0,0.4565876533709764
769,UK,Midwest,2024-04-19,36,Retail,In-Store,0,1,0.22117111673964718
770,US,West,2023-10-21,18,SMB,Partner,0,0,0.5186342308987065
771,US,Midwest,2023-08-21,37,SMB,Mobile App,0,0,0.5086891624644315
772,US,West,2023-11-12,33,Retail,In-Store,0,0,0.5057074692454862
773,US,Northeast,2023-10-31,50,Retail,In-Store,0,0,0.3671030068323563
774,US,Northeast,2023-08-08,33,Retail,Web,0,0,0.6834561137677821
775,AU,Northeast,2023-12-10,42,SMB,In-Store,1,0,0.48331175758967293
776,US,Midwest,2023-04-04,37,Retail,Web,0,1,0.053623908032448694
777,US,South,2023-08-13,42,Retail,Mobile App,1,1,0.574164340101321
778,IN,South,2023-08-11,35,SMB,In-Store,0,0,0.6219332467203805
779,US,West,2024-07-16,49,Retail,Web,0,1,0.4759429880929659
780,IN,West,2023-07-13,33,Retail,Mobile App,0,0,0.9074258776439017
781,AU,Midwest,2023-11-05,21,Enterprise,Web,0,1,0.018073260493185625
782,US,Northeast,2023-03-17,26,Retail,Mobile App,0,1,0.20849056874656474
783,US,Northeast,2024-03-16,48,Retail,In-Store,0,0,0.4216036011006016
784,UK,Northeast,2023-06-18,29,Retail,Web,0,0,0.33706518017758375
785,AU,South,2023-07-20,45,Retail,Web,0,0,0.26983118568777764
786,US,West,2024-02-12,36,Retail,Mobile App,1,0,0.5812736516986768
787,US,Midwest,2023-11-24,23,Retail,Mobile App,0,0,0.6536338747522308
788,IN,Northeast,2024-01-01,36,Retail,Mobile App,0,0,0.3008460368508996
789,US,Northeast,2023-05-13,42,Retail,Web,0,0,0.5397957310698274
790,US,Midwest,2023-02-07,26,SMB,In-Store,0,0,0.5089800553526944
791,IN,Northeast,2024-03-26,31,Retail,Mobile App,0,0,0.5051455147094239
792,US,South,2024-04-29,31,Retail,Web,0,0,0.5070928764208851
793,IN,South,2023-06-25,32,Retail,Mobile App,1,1,0.6621394604812345
794,US,Midwest,2023-11-23,49,Retail,Partner,0,0,0.3082994756811993
795,US,West,2023-04-29,35,Retail,Web,0,0,0.366566112671182
796,US,Northeast,2023-04-11,35,Retail,Web,0,1,0.15534709635299276
797,UK,Northeast,2024-04-11,21,Retail,Mobile App,0,0,0.6684780270607934
798,US,South,2023-03-02,38,Retail,Web,0,1,0.22672065639469807
799,US,West,2024-02-15,37,Retail,Mobile App,0,1,0.20873588547415284
800,US,Northeast,2023-09-01,40,Retail,Mobile App,0,0,0.5142805153037182
801,UK,Midwest,2023-11-16,33,SMB,Mobile App,0,0,0.5241207406158132
802,UK,West,2024-11-16,39,Retail,Web,0,0,0.551652410449998
803,US,West,2023-01-31,30,Retail,Web,1,0,0.6230864607294103
804,US,West,2024-01-30,52,Retail,Mobile App,1,0,0.4969317545540798
805,US,Midwest,2023-09-25,46,Retail,Mobile App,0,1,0.19806258319674963
806,CA,South,2024-03-04,26,Retail,Web,0,0,0.37857384356834645
807,US,South,2023-09-16,31,Retail,Mobile App,0,1,0.7499463934227397
808,CA,West,2023-01-31,28,Retail,Web,0,0,0.6295839883467024
809,US,Northeast,2023-12-14,32,Retail,Partner,0,0,0.43351984894887075
810,US,Midwest,2023-03-05,22,Enterprise,Mobile App,0,0,0.3203524811616625
811,US,South,2024-03-08,22,SMB,Web,0,1,0.21652748253046034
812,US,South,2023-01-18,43,Retail,Web,0,0,0.3972444860363722
813,IN,West,2023-07-10,46,Retail,Mobile App,0,0,0.322889901000482
814,IN,Midwest,2023-09-11,32,Retail,Web,0,0,0.3672511938341364
815,US,South,2024-04-08,37,SMB,In-Store,1,0,0.4727538119264909
816,CA,South,2024-04-29,39,Retail,In-Store,0,0,0.40223184890797364
817,US,Northeast,2023-08-23,39,Retail,Web,0,0,0.49692017047733683
818,US,West,2023-07-09,44,Enterprise,Mobile App,0,0,0.39434148790406404
819,US,Midwest,2024-01-25,24,Retail,Mobile App,0,0,0.2515523696243409
820,US,South,2024-11-16,38,Enterprise,Mobile App,0,0,0.5314240321189518
821,IN,West,2023-04-29,32,Retail,Mobile App,0,0,0.4074563572637402
822,US,Midwest,2023-02-26,32,Retail,Web,0,0,0.31750358289075636
823,US,West,2024-01-07,32,Retail,In-Store,0,0,0.45302490129288453
824,UK,South,2023-07-02,34,Retail,Web,1,0,0.748472662485434
825,CA,Midwest,2023-07-15,23,SMB,Web,0,0,0.6593096555582354
826,US,Midwest,2023-07-29,41,Retail,Web,0,1,0.3601418308682222
827,US,West,2023-07-02,46,Retail,In-Store,0,0,0.5987646655684391
828,AU,Midwest,2023-03-27,21,Retail,In-Store,0,0,0.33897138999711485
829,US,West,2024-02-10,31,Retail,Web,0,1,0.09410186139201875
830,US,Midwest,2023-05-14,22,Retail,Web,0,0,0.3762760239401977
831,UK,South,2024-03-15,26,Retail,Mobile App,0,0,0.5608088393312449
832,US,Midwest,2024-05-29,45,Retail,Mobile App,0,0,0.351778884023612
833,US,Midwest,2023-10-18,25,Retail,Web,0,0,0.33259554120768076
834,US,Northeast,2023-05-28,37,SMB,Mobile App,1,0,0.8063809632650915
835,US,Northeast,2023-04-30,28,Retail,In-Store,0,0,0.3583764651773885
836,IN,South,2023-11-26,53,SMB,Mobile App,0,0,0.6761555572749732
837,US,Northeast,2024-07-09,38,Retail,Web,0,1,0.2606342714459358
838,CA,Midwest,2023-10-28,29,Retail,Web,0,0,0.4685915958514402
839,US,Northeast,2023-06-23,40,SMB,Web,0,0,0.41620153056324566
840,US,West,2024-10-08,24,Retail,In-Store,0,0,0.35968492283791853
841,US,Northeast,2023-06-07,37,Retail,Web,0,0,0.45702775376056226
842,US,Northeast,2023-12-13,24,Retail,Web,0,0,1.0
843,CA,Northeast,2023-07-15,32,Retail,Mobile App,0,1,0.10575102865030649
844,US,West,2024-02-01,28,Retail,Web,0,1,0.36420267664669476
845,AU,Northeast,2023-02-01,27,Retail,Web,0,1,0.1948321552903683
846,UK,South,2023-08-06,44,Retail,Web,0,1,0.21389928138572212
847,CA,West,2023-05-29,33,Retail,Mobile App,0,0,0.8094303619245595
848,US,Midwest,2023-09-11,35,Enterprise,Mobile App,0,1,0.2053403014971516
849,US,West,2023-07-12,29,SMB,Mobile App,0,0,0.5019557772855545
850,IN,South,2024-09-18,41,Retail,Mobile App,0,0,0.6750696010036819
851,US,Midwest,2023-04-05,37,Retail,Web,0,0,0.3542437283754178
852,US,Midwest,2023-07-20,44,Retail,Web,0,0,0.531173552729409
853,UK,South,2023-11-06,18,Retail,Mobile App,0,0,0.4188962783415424
854,UK,Northeast,2023-07-27,32,Enterprise,Mobile App,0,1,0.00749984240207472
855,IN,West,2024-01-13,27,Retail,Web,0,0,0.6537557937696202
856,US,Northeast,2025-01-14,33,Retail,Web,0,1,0.2170989125553311
857,CA,Northeast,2023-06-17,48,SMB,Web,0,1,0.4061299699912091
858,US,Northeast,2024-01-02,48,Retail,Mobile App,0,0,0.8299735596390103
859,UK,West,2023-03-17,46,Retail,Mobile App,0,0,0.4305928120083304
860,US,Northeast,2023-12-02,47,Retail,Mobile App,0,1,0.28122465787614326
861,US,Midwest,2023-06-13,33,Retail,Mobile App,1,0,1.0
862,IN,Midwest,2023-05-07,29,Retail,Mobile App,0,1,0.1940775283218839
863,IN,Midwest,2023-10-27,25,Retail,In-Store,0,1,0.18071093186442777
864,US,South,2023-06-12,27,Retail,Partner,0,0,0.5247294405839248
865,US,Midwest,2023-07-25,25,Retail,In-Store,0,0,0.6202334530414899
866,UK,West,2024-02-27,46,Retail,Mobile App,0,1,0.0164788515644249
867,UK,West,2023-08-21,38,Retail,Partner,0,0,0.23471241478012905
868,US,Midwest,2023-11-16,36,Retail,Web,0,0,0.33124698189632884
869,US,South,2023-09-15,35,SMB,Web,0,0,0.6698882905880277
870,US,South,2024-06-22,27,Retail,Web,0,0,0.3736946152371723
871,US,West,2023-09-17,18,SMB,Mobile App,0,0,0.44416809980383165
872,IN,South,2024-05-19,31,Retail,Mobile App,0,0,1.0
873,US,West,2023-04-14,23,Retail,Web,0,0,0.5147821565333431
874,US,Midwest,2024-03-17,18,SMB,Web,0,1,0.23607934260432056
875,US,West,2023-07-09,20,Retail,Web,0,0,0.2522240473003129
876,US,Northeast,2023-02-04,34,Retail,Mobile App,0,0,0.5436540136810839
877,US,West,2023-09-01,29,Retail,Web,1,0,0.394287017071687
878,US,South,2023-10-15,35,Retail,Mobile App,0,0,0.655307149823824
879,US,Northeast,2023-05-22,31,Retail,Mobile App,0,0,0.619874068903004
880,US,Northeast,2024-03-19,18,Retail,Web,1,0,0.4579733714471512
881,AU,West,2023-02-12,43,Retail,Mobile App,0,0,0.799269301152078
882,US,Midwest,2023-02-04,45,SMB,Web,0,0,0.3701383818840066
883,US,West,2023-01-13,38,SMB,Web,0,0,0.2779980551390012
884,US,Midwest,2023-06-21,34,Retail,Mobile App,0,0,0.6120778589301556
885,US,Midwest,2024-05-18,23,Retail,Web,0,1,0.4578460612139927
886,US,West,2023-07-25,43,Retail,Partner,0,0,0.7230475372856231
887,UK,Midwest,2023-11-18,21,Retail,Mobile App,0,1,0.1827552392669377
888,US,Northeast,2024-09-27,42,Retail,Mobile App,0,1,0.537069381914719
889,US,South,2023-01-23,29,Retail,Mobile App,0,0,0.754768136087405
890,US,South,2023-12-26,39,SMB,Mobile App,0,1,0.26427459717863255
891,US,Northeast,2023-08-11,30,SMB,Web,0,0,0.44593415697518046
892,UK,South,2023-02-23,41,Retail,Mobile App,0,0,0.5512574657793596
893,IN,West,2024-02-25,42,Retail,Mobile App,0,0,0.6745836575091984
894,IN,Northeast,2023-08-10,36,Retail,In-Store,0,0,0.3737090269777793
895,IN,Northeast,2023-06-29,25,Retail,Web,0,0,0.5495507341774661
896,UK,Midwest,2023-10-20,26,Retail,In-Store,0,1,0.12512695829395853
897,US,Northeast,2023-11-09,26,Retail,In-Store,1,1,0.4108873139258865
898,AU,West,2024-03-07,40,Retail,Mobile App,0,1,0.10463800296215801
899,CA,South,2023-08-27,36,Retail,Mobile App,1,0,0.6376408056911903
900,US,Northeast,2023-07-29,42,Retail,Web,0,1,0.2077725136893866
901,US,West,2023-11-10,42,Retail,Mobile App,0,0,0.5690176294065272
902,US,South,2023-10-01,37,Retail,Partner,0,0,0.4964079056711756
903,US,Midwest,2023-07-03,21,Retail,Mobile App,0,1,0.13434729987981608
904,IN,South,2023-05-14,54,SMB,Web,0,1,0.2510557645295306
905,US,West,2023-05-14,48,Retail,Mobile App,0,1,0.07373512904356813
906,US,Midwest,2024-02-21,28,Retail,Mobile App,1,0,0.8739087701953813
907,US,Midwest,2023-07-01,31,Retail,Mobile App,0,0,0.32845729176486227
908,US,Northeast,2023-04-28,22,SMB,Mobile App,0,0,0.6415947517503832
909,US,Midwest,2023-05-29,38,Retail,Web,0,1,0.48547442069633545
910,IN,South,2024-01-21,34,Retail,Mobile App,0,0,0.3371876076796646
911,US,Midwest,2023-11-22,38,SMB,In-Store,1,0,0.5462414873736438
912,US,Northeast,2024-04-21,47,Retail,Mobile App,0,0,0.3827799346338923
913,US,Midwest,2023-01-29,36,Retail,Mobile App,0,0,0.22920325105899922
914,US,South,2023-08-03,23,Enterprise,In-Store,0,0,0.4348624226924451
915,US,Midwest,2024-02-08,30,Retail,Web,1,0,0.6032728037547571
916,IN,Northeast,2023-06-25,32,Retail,In-Store,0,0,0.7228227568614896
917,CA,South,2023-10-02,41,Retail,Web,0,1,0.060508288040451455
918,CA,South,2024-07-30,37,Retail,Mobile App,0,0,0.5017225240510373
919,US,West,2024-08-14,40,Retail,Web,1,0,0.5677531639362785
920,US,Midwest,2023-04-13,33,SMB,Web,0,1,0.0
921,IN,Midwest,2023-09-20,43,SMB,Web,1,0,0.6201064175419806
922,CA,Midwest,2023-11-04,54,SMB,Mobile App,0,0,0.6738513182408001
923,US,West,2023-06-25,36,Enterprise,Mobile App,0,0,0.39935148427186173
924,CA,West,2024-01-08,38,Retail,Web,0,0,0.7249483897664823
925,US,South,2024-08-28,49,SMB,Web,0,1,0.23139512642859544
926,CA,Midwest,2023-10-03,37,Retail,Web,0,0,0.36983184778178524
927,US,Northeast,2023-09-18,36,Retail,Web,0,0,0.6582452815293307
928,UK,South,2023-04-01,30,Retail,Partner,0,0,0.29587324508080604
929,IN,West,2023-07-22,36,Retail,Partner,0,0,0.7186412505848436
930,IN,South,2023-06-22,51,Retail,In-Store,0,0,0.3569716496128924
931,US,Midwest,2023-05-01,35,Retail,Web,0,0,0.3689921394292064
932,US,West,2023-11-11,34,Retail,Mobile App,0,1,0.34549480413716155
933,US,Midwest,2023-04-16,27,Retail,Web,1,0,0.6966608513497295
934,UK,West,2023-06-05,42,Retail,Web,0,0,0.523926496936719
935,US,South,2023-06-03,18,Retail,Web,0,1,0.17850186792467454
936,US,West,2023-09-18,19,Retail,Mobile App,0,0,0.6458670716797057
937,US,Midwest,2024-01-13,26,Retail,In-Store,0,0,0.540340735703098
938,US,South,2023-03-25,33,Retail,Web,0,1,0.07440221047706244
939,IN,Northeast,2023-04-08,40,Retail,In-Store,0,1,0.384774143706004
940,US,Northeast,2023-03-20,49,Retail,Mobile App,0,1,0.5622489497166218
941,UK,Northeast,2024-07-26,57,Retail,Mobile App,0,0,0.333802874012038
942,IN,Midwest,2023-08-19,21,Retail,Web,0,0,0.4625050788547831
943,US,West,2024-08-04,29,Retail,Mobile App,0,1,0.027721334628387703
944,CA,Northeast,2023-08-16,43,Retail,Mobile App,1,1,0.25253667295315585
945,US,South,2023-10-28,27,Retail,Mobile App,0,1,0.3963691916512419
946,US,Northeast,2023-09-16,34,Retail,In-Store,0,1,0.21697388544831708
947,US,West,2023-07-06,35,SMB,Web,0,1,0.7036515875599966
948,US,Midwest,2024-11-28,51,Retail,Mobile App,1,1,0.4298045411553598
949,US,Midwest,2024-06-20,21,SMB,Web,0,1,0.11520961235785869
950,US,Midwest,2023-08-29,30,Retail,Partner,0,1,0.4683446002161013
951,UK,South,2023-07-28,40,Retail,Web,1,0,0.35549109273810353
952,US,West,2023-03-01,18,Retail,Web,0,1,0.2932121428548717
953,US,South,2023-12-09,30,Retail,Mobile App,0,1,0.0
954,US,Midwest,2024-04-20,25,Retail,Web,0,0,0.26985361395293983
955,US,Northeast,2023-11-21,24,Retail,Mobile App,1,0,0.7074293093253522
956,US,Midwest,2023-09-15,43,SMB,Web,0,0,0.4022732355667798
957,US,Northeast,2023-05-23,42,SMB,Mobile App,0,1,0.09959637130781547
958,US,West,2023-12-01,38,Retail,In-Store,0,0,0.7506337989225536
959,US,Northeast,2023-05-28,32,Retail,Mobile App,0,1,0.09445097679411547
960,US,Northeast,2025-03-03,36,Enterprise,Web,0,0,0.45561484822461457
961,US,West,2023-07-24,42,Enterprise,In-Store,0,0,0.5320950336328953
962,US,Northeast,2023-12-14,38,Retail,Mobile App,1,0,0.5938279479119895
963,AU,Northeast,2024-05-29,38,Retail,Web,0,1,0.01612017232417673
964,US,South,2023-05-20,53,SMB,Web,0,0,0.62657577493401
965,US,West,2023-04-06,25,Retail,Web,0,0,0.6418434631792902
966,US,Midwest,2023-06-11,35,Retail,Web,0,0,0.5979791458622707
967,IN,West,2023-09-24,29,Retail,Web,0,0,0.2791610984437157
968,US,Midwest,2024-06-09,43,Retail,Web,0,0,0.27318086849975837
969,UK,South,2023-03-28,36,Retail,In-Store,1,0,0.42225671585936764
970,IN,Midwest,2023-08-30,18,Retail,Web,0,0,0.5205650792648475
971,IN,West,2023-08-29,38,Retail,In-Store,0,0,0.42824612439314336
972,UK,West,2023-08-19,35,Retail,Partner,0,0,0.3260976544768723
973,IN,West,2023-10-23,34,Retail,Web,0,0,0.2943207400110563
974,US,Northeast,2023-09-14,42,Retail,Web,0,1,0.2508833415919342
975,US,Midwest,2023-08-10,28,Enterprise,In-Store,0,1,0.21515564866455578
976,US,South,2023-05-19,31,SMB,Web,0,0,0.5830120525726034
977,UK,Northeast,2023-06-03,36,Retail,Web,0,0,0.3954863094541008
978,US,West,2023-03-11,26,Retail,Web,0,0,0.30621567180770926
979,US,West,2023-12-23,33,Retail,In-Store,0,0,0.2025033626541127
980,CA,Midwest,2024-02-05,27,SMB,Mobile App,0,1,0.08021911659942611
981,US,South,2023-12-27,53,Retail,Mobile App,0,0,0.435395887344681
982,US,West,2024-04-08,18,Retail,In-Store,0,1,0.12450146281165946
983,US,South,2024-01-05,37,SMB,Web,0,1,0.695280310639672
984,CA,West,2024-04-04,28,Enterprise,Web,0,1,0.205189511785007
985,IN,Midwest,2023-10-23,54,Retail,Web,0,0,0.3784301927558574
986,US,Northeast,2023-11-03,36,Retail,Mobile App,0,1,0.10625180666312815
987,CA,West,2023-11-11,35,Retail,In-Store,1,0,0.6510762511176716
988,US,South,2023-04-12,33,Retail,Web,0,0,0.3841624598465083
989,US,Midwest,2024-05-07,29,Retail,Mobile App,0,1,0.09854085544220327
990,US,Northeast,2023-09-11,23,Retail,Web,1,1,0.39674397031722786
991,US,South,2023-04-03,36,Retail,Web,0,0,0.3245198972685718
992,US,South,2023-03-23,21,SMB,Web,0,0,0.6472691300318998
993,US,Midwest,2023-11-01,25,Retail,Web,0,0,0.5076334978311365
994,US,South,2023-07-23,38,Retail,Web,0,1,0.0
995,IN,West,2023-08-19,20,Retail,Web,1,1,0.5791636858396351
996,US,West,2023-07-30,30,Retail,Web,0,0,0.5377096991172778
997,IN,Midwest,2024-02-24,32,Retail,Web,0,0,0.5645086400209327
998,US,South,2023-04-30,40,Retail,Mobile App,0,0,0.35608647432960505
999,US,West,2023-05-16,34,Retail,Web,1,0,0.5073341070420904
1000,US,South,2023-04-04,37,SMB,Web,0,1,0.24865185116508737
1001,US,South,2024-01-22,33,Retail,Partner,0,0,0.5320652283902869
1002,US,Midwest,2024-06-01,48,SMB,Web,0,1,0.1592964995378805
1003,US,South,2024-03-08,49,Retail,Web,0,1,0.5584848220158328
1004,US,Midwest,2024-06-07,30,Retail,Mobile App,0,0,0.49258255765144304
1005,UK,Midwest,2023-05-28,43,SMB,Mobile App,0,0,0.7223050764265599
1006,US,Northeast,2025-03-08,37,Retail,Web,0,1,0.25492133231197917
1007,AU,Northeast,2023-11-11,45,Retail,Web,0,1,0.41612494772596886
1008,UK,Midwest,2023-05-21,45,Retail,In-Store,1,0,0.9417909509184289
1009,US,South,2024-02-05,30,SMB,Partner,0,0,0.6434273918609107
1010,US,Northeast,2023-10-14,35,Retail,Mobile App,1,0,0.5067958657149177
1011,IN,West,2024-07-01,36,Retail,Web,0,0,0.4862566115166417
1012,US,Midwest,2023-04-30,18,Retail,Web,0,1,0.1476617799296978
1013,IN,West,2024-05-06,25,Retail,Mobile App,0,0,0.5314339156128124
1014,US,West,2023-10-09,32,Enterprise,Mobile App,1,0,0.3758711577883267
1015,US,Midwest,2023-09-11,33,Retail,Mobile App,0,1,0.23281559111865419
1016,IN,South,2023-09-27,37,Enterprise,Web,0,0,0.2978187519300279
1017,US,Midwest,2023-09-07,43,Retail,Web,0,0,0.3920113115112962
1018,US,Midwest,2023-08-30,40,Enterprise,Partner,1,0,0.8584029113494239
1019,US,South,2023-11-19,34,Retail,Mobile App,0,0,0.4337057977406613
1020,AU,South,2023-07-02,25,Retail,In-Store,0,0,0.8117612535885612
1021,US,Midwest,2023-05-17,19,Retail,Mobile App,0,0,0.832764996037413
1022,US,Northeast,2023-04-12,40,Retail,Partner,0,0,0.4239264965752225
1023,CA,Midwest,2023-07-18,53,SMB,Mobile App,0,0,0.5406482409305319
1024,IN,Northeast,2024-04-01,40,Retail,In-Store,0,0,0.8727183541803756
1025,CA,Northeast,2023-08-17,37,SMB,Web,0,0,0.5137292741062454
1026,AU,Midwest,2023-07-10,36,Retail,Mobile App,0,1,0.334546067295955
1027,AU,South,2023-09-22,18,Enterprise,Mobile App,0,1,0.025833183646178703
1028,IN,South,2023-10-27,43,Retail,Web,0,0,0.47386346269773033
1029,US,South,2023-12-25,32,Retail,Web,0,1,0.213341160294449
1030,US,Midwest,2024-08-27,24,Retail,Web,0,0,0.4303529069951926
1031,US,Northeast,2023-07-10,24,Retail,Web,0,0,0.47192665028252184
1032,US,Northeast,2024-01-07,26,Retail,Mobile App,0,0,0.9124320721675474
1033,IN,South,2023-07-23,29,Retail,In-Store,0,1,0.31299756262402906
1034,IN,West,2023-06-06,41,Retail,Web,0,1,0.04458837084409484
1035,US,Northeast,2023-10-06,28,Retail,In-Store,0,0,0.5622462608977639
1036,US,South,2023-11-20,34,Enterprise,Web,1,1,0.1512222847557959
1037,US,West,2024-02-10,32,Retail,In-Store,0,0,0.6637585251217027
1038,US,Northeast,2023-05-29,43,SMB,Mobile App,1,1,0.3502341399087566
1039,CA,South,2023-12-21,36,SMB,In-Store,0,1,0.37024221079459735
1040,US,Midwest,2023-03-25,39,Enterprise,Web,0,1,0.2635193628458481
1041,IN,Northeast,2023-11-01,36,Retail,Web,0,1,0.21601121950900343
1042,US,West,2023-06-29,28,Retail,Mobile App,0,0,0.40784123192579913
1043,US,Northeast,2023-06-08,31,Retail,Web,0,0,0.5779440216022991
1044,US,South,2024-06-28,35,Retail,Web,0,1,0.3691523771446675
1045,US,Midwest,2024-03-01,20,Retail,Web,0,0,0.3996021347600997
1046,UK,South,2023-08-01,44,Enterprise,In-Store,0,1,0.22935811555684782
1047,US,Midwest,2023-04-09,39,Retail,Mobile App,0,0,0.5549335163579998
1048,CA,Midwest,2023-08-25,32,Retail,In-Store,0,1,0.30047275137188023
1049,US,Northeast,2023-04-14,50,Retail,Web,0,1,0.14356627537517247
1050,US,West,2023-07-26,30,Retail,Web,0,0,0.4199965123459969
1051,US,Midwest,2023-05-13,38,Retail,Mobile App,0,0,0.4097795356175508
1052,US,South,2023-09-07,35,Retail,In-Store,0,0,0.6655024997430756
1053,UK,West,2023-05-12,23,Retail,Partner,0,0,0.39743176768120586
1054,US,West,2024-10-09,35,Retail,In-Store,0,0,0.38880794118759976
