order_id,customer_id,order_date,product_id,quantity,list_price,discount,unit_price_paid,day_of_week
4884,802,2024-02-23,80,6,18.82,0.0,18.82,4
4885,802,2024-09-21,61,2,14.43,0.05,13.71,5
4886,802,2025-01-12,100,1,14.93,0.1,13.44,6
4886,802,2025-01-12,33,4,21.63,0.0,21.63,6
4887,802,2025-07-06,27,2,8.87,0.0,8.87,6
4888,802,2023-01-21,63,3,8.19,0.05,7.78,5
4888,802,2023-01-21,111,1,9.41,0.1,8.47,5
4889,802,2023-06-04,112,1,15.29,0.0,15.29,6
4889,802,2023-06-04,44,3,19.05,0.1,17.14,6
4889,802,2023-06-04,56,4,14.94,0.0,14.94,6
4890,802,2025-03-04,33,1,21.63,0.05,20.55,1
4890,802,2025-03-04,102,1,16.12,0.0,16.12,1
4890,802,2025-03-04,36,1,8.77,0.0,8.77,1
4891,803,2023-08-07,51,1,7.45,0.05,7.08,0
4891,803,2023-08-07,85,4,15.69,0.1,14.12,0
4892,803,2025-08-27,75,3,37.4,0.0,37.4,2
4892,803,2025-08-27,36,1,8.77,0.0,8.77,2
4892,803,2025-08-27,38,1,12.76,0.05,12.12,2
4893,803,2024-11-12,104,1,25.94,0.0,25.94,1
4893,803,2024-11-12,40,2,13.32,0.1,11.99,1
4893,803,2024-11-12,24,3,11.65,0.05,11.07,1
4893,803,2024-11-12,96,1,21.66,0.0,21.66,1
4893,803,2024-11-12,81,1,17.56,0.0,17.56,1
4894,803,2024-06-15,96,6,21.66,0.05,20.58,5
4894,803,2024-06-15,84,2,13.4,0.0,13.4,5
4894,803,2024-06-15,95,1,15.41,0.0,15.41,5
4895,803,2025-08-05,97,7,9.42,0.0,9.42,1
4896,803,2025-08-05,28,3,21.55,0.0,21.55,1
4896,803,2025-08-05,4,3,12.88,0.0,12.88,1
4897,804,2025-04-22,88,2,18.9,0.0,18.9,1
4897,804,2025-04-22,69,2,11.49,0.0,11.49,1
4898,804,2024-04-05,99,1,13.34,0.0,13.34,4
4898,804,2024-04-05,26,1,18.87,0.05,17.93,4
4898,804,2024-04-05,90,3,12.36,0.0,12.36,4
4898,804,2024-04-05,32,1,14.63,0.05,13.9,4
4899,804,2023-10-09,101,1,12.22,0.0,12.22,0
4900,805,2023-08-07,16,1,8.76,0.0,8.76,0
4900,805,2023-08-07,85,2,15.69,0.0,15.69,0
4900,805,2023-08-07,4,3,12.88,0.0,12.88,0
4901,805,2025-04-23,48,3,9.75,0.05,9.26,2
4901,805,2025-04-23,52,1,28.02,0.0,28.02,2
4901,805,2025-04-23,66,5,12.09,0.0,12.09,2
4902,805,2023-02-01,23,3,9.93,0.1,8.94,2
4902,805,2023-02-01,9,3,13.8,0.0,13.8,2
4902,805,2023-02-01,3,2,30.35,0.0,30.35,2
4903,805,2024-05-28,85,1,15.69,0.0,15.69,1
4903,805,2024-05-28,35,4,12.39,0.1,11.15,1
4904,806,2025-03-25,25,5,10.33,0.2,8.26,1
4905,806,2023-05-06,109,4,19.39,0.0,19.39,5
4905,806,2023-05-06,44,1,19.05,0.0,19.05,5
4905,806,2023-05-06,120,4,16.85,0.0,16.85,5
4906,806,2023-12-03,4,1,12.88,0.0,12.88,6
4906,806,2023-12-03,110,4,28.44,0.0,28.44,6
4907,806,2024-07-02,94,1,26.05,0.0,26.05,1
4907,806,2024-07-02,56,2,14.94,0.0,14.94,1
4907,806,2024-07-02,112,1,15.29,0.0,15.29,1
4907,806,2024-07-02,56,1,14.94,0.05,14.19,1
4907,806,2024-07-02,15,1,16.71,0.0,16.71,1
4907,806,2024-07-02,101,4,12.22,0.0,12.22,1
4908,806,2024-09-29,48,2,9.75,0.05,9.26,6
4908,806,2024-09-29,26,3,18.87,0.1,16.98,6
4909,806,2023-03-30,66,1,12.09,0.1,10.88,3
4909,806,2023-03-30,76,1,20.34,0.2,16.27,3
4909,806,2023-03-30,45,1,13.2,0.2,10.56,3
4910,806,2023-11-16,62,3,25.25,0.1,22.73,3
4910,806,2023-11-16,27,1,8.87,0.1,7.98,3
4910,806,2023-11-16,110,2,28.44,0.0,28.44,3
4910,806,2023-11-16,54,3,7.63,0.0,7.63,3
4911,807,2023-01-28,70,2,12.34,0.0,12.34,5
4911,807,2023-01-28,101,1,12.22,0.05,11.61,5
4911,807,2023-01-28,117,2,19.98,0.0,19.98,5
4911,807,2023-01-28,30,2,13.98,0.05,13.28,5
4912,807,2024-12-12,36,2,8.77,0.1,7.89,3
4912,807,2024-12-12,36,4,8.77,0.2,7.02,3
4912,807,2024-12-12,4,1,12.88,0.0,12.88,3
4913,807,2025-01-25,45,2,13.2,0.0,13.2,5
4913,807,2025-01-25,20,2,14.67,0.0,14.67,5
4914,807,2024-10-22,27,1,8.87,0.0,8.87,1
4914,807,2024-10-22,50,5,12.64,0.05,12.01,1
4915,807,2023-05-29,39,1,7.93,0.05,7.53,0
4915,807,2023-05-29,53,1,15.29,0.05,14.53,0
4915,807,2023-05-29,117,1,19.98,0.0,19.98,0
4916,807,2023-09-28,51,1,7.45,0.0,7.45,3
4916,807,2023-09-28,38,2,12.76,0.05,12.12,3
4917,807,2024-05-23,67,1,12.03,0.0,12.03,3
4917,807,2024-05-23,113,3,10.77,0.0,10.77,3
4917,807,2024-05-23,120,1,16.85,0.0,16.85,3
4918,807,2023-11-29,72,2,14.42,0.05,13.7,2
4918,807,2023-11-29,21,1,6.29,0.2,5.03,2
4918,807,2023-11-29,10,3,11.84,0.0,11.84,2
4919,807,2025-01-18,12,2,9.88,0.0,9.88,5
4919,807,2025-01-18,64,2,26.74,0.0,26.74,5
4919,807,2025-01-18,71,2,10.43,0.0,10.43,5
4920,807,2024-03-27,23,4,9.93,0.0,9.93,2
4920,807,2024-03-27,90,2,12.36,0.05,11.74,2
4921,808,2024-06-05,87,4,15.08,0.0,15.08,2
4921,808,2024-06-05,38,1,12.76,0.0,12.76,2
4921,808,2024-06-05,102,1,16.12,0.0,16.12,2
4921,808,2024-06-05,40,4,13.32,0.0,13.32,2
4922,808,2023-07-27,83,5,11.29,0.05,10.73,3
4922,808,2023-07-27,78,1,11.35,0.0,11.35,3
4922,808,2023-07-27,5,4,10.11,0.0,10.11,3
4923,808,2024-01-20,107,3,11.41,0.0,11.41,5
4924,808,2023-01-03,41,1,6.69,0.0,6.69,1
4924,808,2023-01-03,28,1,21.55,0.0,21.55,1
4924,808,2023-01-03,85,3,15.69,0.1,14.12,1
4924,808,2023-01-03,119,2,28.82,0.0,28.82,1
4925,809,2025-07-20,3,2,30.35,0.0,30.35,6
4925,809,2025-07-20,101,3,12.22,0.0,12.22,6
4926,809,2024-02-22,26,3,18.87,0.1,16.98,3
4926,809,2024-02-22,46,5,23.38,0.1,21.04,3
4927,809,2024-09-05,5,3,10.11,0.2,8.09,3
4927,809,2024-09-05,119,1,28.82,0.0,28.82,3
4928,809,2025-06-04,36,4,8.77,0.0,8.77,2
4928,809,2025-06-04,86,1,17.97,0.05,17.07,2
4928,809,2025-06-04,50,1,12.64,0.2,10.11,2
4928,809,2025-06-04,3,6,30.35,0.0,30.35,2
4929,809,2023-03-12,120,6,16.85,0.1,15.17,6
4930,809,2025-01-30,102,2,16.12,0.0,16.12,3
4930,809,2025-01-30,98,4,22.8,0.0,22.8,3
4930,809,2025-01-30,21,3,6.29,0.0,6.29,3
4931,809,2024-07-11,75,4,37.4,0.0,37.4,3
4931,809,2024-07-11,15,1,16.71,0.0,16.71,3
4931,809,2024-07-11,76,1,20.34,0.1,18.31,3
4932,809,2024-07-07,26,3,18.87,0.0,18.87,6
4933,809,2025-03-31,83,2,11.29,0.0,11.29,0
4933,809,2025-03-31,117,2,19.98,0.05,18.98,0
4933,809,2025-03-31,27,3,8.87,0.05,8.43,0
4933,809,2025-03-31,83,1,11.29,0.05,10.73,0
4934,810,2023-08-05,74,2,6.0,0.05,5.7,5
4934,810,2023-08-05,58,1,13.72,0.05,13.03,5
4934,810,2023-08-05,49,2,14.68,0.0,14.68,5
4935,810,2024-01-09,80,1,18.82,0.1,16.94,1
4935,810,2024-01-09,66,2,12.09,0.0,12.09,1
4935,810,2024-01-09,90,1,12.36,0.05,11.74,1
4935,810,2024-01-09,21,4,6.29,0.0,6.29,1
4936,810,2025-02-05,43,1,18.41,0.0,18.41,2
4936,810,2025-02-05,83,1,11.29,0.0,11.29,2
4936,810,2025-02-05,32,2,14.63,0.0,14.63,2
4936,810,2025-02-05,57,2,7.05,0.0,7.05,2
4937,810,2024-06-19,114,2,31.19,0.05,29.63,2
4937,810,2024-06-19,3,1,30.35,0.0,30.35,2
4937,810,2024-06-19,42,2,12.19,0.05,11.58,2
4937,810,2024-06-19,107,1,11.41,0.1,10.27,2
4938,810,2023-04-23,87,3,15.08,0.0,15.08,6
4938,810,2023-04-23,115,2,48.22,0.1,43.4,6
4938,810,2023-04-23,81,1,17.56,0.0,17.56,6
4939,811,2023-06-07,93,1,14.48,0.05,13.76,2
4939,811,2023-06-07,78,2,11.35,0.2,9.08,2
4939,811,2023-06-07,88,1,18.9,0.0,18.9,2
4940,811,2024-01-24,72,3,14.42,0.0,14.42,2
4941,811,2025-08-28,88,1,18.9,0.0,18.9,3
4941,811,2025-08-28,10,4,11.84,0.1,10.66,3
4942,811,2024-06-04,101,2,12.22,0.0,12.22,1
4942,811,2024-06-04,100,7,14.93,0.1,13.44,1
4943,811,2024-05-29,34,3,21.74,0.1,19.57,2
4943,811,2024-05-29,34,2,21.74,0.0,21.74,2
4944,811,2025-05-28,85,4,15.69,0.2,12.55,2
4945,811,2024-03-01,65,1,32.97,0.0,32.97,4
4945,811,2024-03-01,18,1,24.3,0.1,21.87,4
4946,811,2023-03-22,32,2,14.63,0.1,13.17,2
4946,811,2023-03-22,104,2,25.94,0.0,25.94,2
4946,811,2023-03-22,48,3,9.75,0.05,9.26,2
4946,811,2023-03-22,20,1,14.67,0.1,13.2,2
4947,811,2023-07-07,71,1,10.43,0.05,9.91,4
4947,811,2023-07-07,47,5,18.45,0.0,18.45,4
4948,811,2023-09-11,65,1,32.97,0.0,32.97,0
4948,811,2023-09-11,69,1,11.49,0.1,10.34,0
4948,811,2023-09-11,33,1,21.63,0.05,20.55,0
4949,812,2025-05-19,111,1,9.41,0.0,9.41,0
4949,812,2025-05-19,22,2,15.9,0.0,15.9,0
4949,812,2025-05-19,3,1,30.35,0.2,24.28,0
4950,812,2023-01-07,67,3,12.03,0.0,12.03,5
4950,812,2023-01-07,8,4,9.78,0.0,9.78,5
4951,812,2025-07-24,72,1,14.42,0.05,13.7,3
4951,812,2025-07-24,29,2,10.64,0.0,10.64,3
4951,812,2025-07-24,105,1,21.94,0.0,21.94,3
4951,812,2025-07-24,76,4,20.34,0.0,20.34,3
4951,812,2025-07-24,76,5,20.34,0.0,20.34,3
4951,812,2025-07-24,92,4,27.89,0.0,27.89,3
4952,812,2024-09-05,26,4,18.87,0.0,18.87,3
4952,812,2024-09-05,67,2,12.03,0.0,12.03,3
4952,812,2024-09-05,102,3,16.12,0.0,16.12,3
4952,812,2024-09-05,34,1,21.74,0.0,21.74,3
4953,812,2023-02-05,96,2,21.66,0.1,19.49,6
4953,812,2023-02-05,47,1,18.45,0.0,18.45,6
4954,812,2023-12-14,34,3,21.74,0.0,21.74,3
4954,812,2023-12-14,64,1,26.74,0.05,25.4,3
4954,812,2023-12-14,89,1,17.77,0.1,15.99,3
4955,812,2024-02-10,1,4,30.31,0.0,30.31,5
4955,812,2024-02-10,61,2,14.43,0.05,13.71,5
4956,812,2023-09-17,112,3,15.29,0.0,15.29,6
4956,812,2023-09-17,48,5,9.75,0.0,9.75,6
4957,812,2023-01-30,6,2,20.91,0.0,20.91,0
4958,812,2023-02-04,109,3,19.39,0.0,19.39,5
4958,812,2023-02-04,43,2,18.41,0.05,17.49,5
4958,812,2023-02-04,66,2,12.09,0.0,12.09,5
4958,812,2023-02-04,72,1,14.42,0.05,13.7,5
4958,812,2023-02-04,42,2,12.19,0.0,12.19,5
4959,813,2025-08-12,85,3,15.69,0.1,14.12,1
4959,813,2025-08-12,12,3,9.88,0.0,9.88,1
4959,813,2025-08-12,49,1,14.68,0.05,13.95,1
4959,813,2025-08-12,55,1,11.53,0.1,10.38,1
4959,813,2025-08-12,35,1,12.39,0.0,12.39,1
4960,813,2024-06-06,16,1,8.76,0.1,7.88,3
4960,813,2024-06-06,25,1,10.33,0.0,10.33,3
4961,813,2024-02-14,72,1,14.42,0.0,14.42,2
4961,813,2024-02-14,14,2,11.66,0.0,11.66,2
4961,813,2024-02-14,5,4,10.11,0.1,9.1,2
4961,813,2024-02-14,41,3,6.69,0.0,6.69,2
4962,813,2023-06-20,13,1,16.87,0.0,16.87,1
4962,813,2023-06-20,99,1,13.34,0.0,13.34,1
4962,813,2023-06-20,88,1,18.9,0.0,18.9,1
4963,813,2025-07-27,33,1,21.63,0.0,21.63,6
4963,813,2025-07-27,54,1,7.63,0.1,6.87,6
4963,813,2025-07-27,96,2,21.66,0.0,21.66,6
4964,813,2024-04-06,74,1,6.0,0.05,5.7,5
4964,813,2024-04-06,22,3,15.9,0.0,15.9,5
4964,813,2024-04-06,110,1,28.44,0.05,27.02,5
4965,813,2025-06-21,92,2,27.89,0.05,26.5,5
4965,813,2025-06-21,56,1,14.94,0.0,14.94,5
4966,813,2023-12-02,117,2,19.98,0.0,19.98,5
4966,813,2023-12-02,111,3,9.41,0.0,9.41,5
4966,813,2023-12-02,102,1,16.12,0.2,12.9,5
4966,813,2023-12-02,3,3,30.35,0.0,30.35,5
4966,813,2023-12-02,40,3,13.32,0.2,10.66,5
4967,814,2023-02-28,79,1,22.5,0.0,22.5,1
4968,814,2024-05-04,17,8,17.56,0.05,16.68,5
4969,814,2024-12-15,48,6,9.75,0.1,8.78,6
4969,814,2024-12-15,62,3,25.25,0.0,25.25,6
4969,814,2024-12-15,31,4,19.98,0.1,17.98,6
4969,814,2024-12-15,28,1,21.55,0.05,20.47,6
4970,814,2024-02-21,6,1,20.91,0.05,19.86,2
4970,814,2024-02-21,44,6,19.05,0.1,17.14,2
4971,814,2025-01-10,6,7,20.91,0.0,20.91,4
4971,814,2025-01-10,115,5,48.22,0.2,38.58,4
4971,814,2025-01-10,40,2,13.32,0.05,12.65,4
4971,814,2025-01-10,97,3,9.42,0.1,8.48,4
4971,814,2025-01-10,77,1,10.93,0.05,10.38,4
4972,814,2023-04-11,39,1,7.93,0.05,7.53,1
4973,814,2024-07-24,87,3,15.08,0.0,15.08,2
4973,814,2024-07-24,107,1,11.41,0.0,11.41,2
4973,814,2024-07-24,61,5,14.43,0.05,13.71,2
4974,814,2024-06-02,48,5,9.75,0.0,9.75,6
4974,814,2024-06-02,89,1,17.77,0.0,17.77,6
4974,814,2024-06-02,14,1,11.66,0.0,11.66,6
4974,814,2024-06-02,11,2,11.12,0.0,11.12,6
4974,814,2024-06-02,75,2,37.4,0.05,35.53,6
4975,814,2024-07-25,117,1,19.98,0.2,15.98,3
4975,814,2024-07-25,116,1,15.0,0.1,13.5,3
4975,814,2024-07-25,22,1,15.9,0.0,15.9,3
4975,814,2024-07-25,77,2,10.93,0.0,10.93,3
4976,815,2024-05-03,112,1,15.29,0.1,13.76,4
4976,815,2024-05-03,46,4,23.38,0.05,22.21,4
4976,815,2024-05-03,11,2,11.12,0.05,10.56,4
4976,815,2024-05-03,115,3,48.22,0.0,48.22,4
4977,815,2023-04-27,66,5,12.09,0.0,12.09,3
4977,815,2023-04-27,5,1,10.11,0.1,9.1,3
4977,815,2023-04-27,92,2,27.89,0.0,27.89,3
4977,815,2023-04-27,105,2,21.94,0.0,21.94,3
4978,815,2024-07-28,15,1,16.71,0.1,15.04,6
4979,815,2023-11-13,7,2,9.67,0.05,9.19,0
4979,815,2023-11-13,31,2,19.98,0.0,19.98,0
4980,815,2024-10-03,49,3,14.68,0.05,13.95,3
4980,815,2024-10-03,106,4,11.62,0.0,11.62,3
4980,815,2024-10-03,86,3,17.97,0.0,17.97,3
4981,815,2024-04-20,87,3,15.08,0.05,14.33,5
4981,815,2024-04-20,29,1,10.64,0.05,10.11,5
4981,815,2024-04-20,1,2,30.31,0.0,30.31,5
4982,815,2023-04-02,101,1,12.22,0.05,11.61,6
4982,815,2023-04-02,104,1,25.94,0.0,25.94,6
4982,815,2023-04-02,92,3,27.89,0.0,27.89,6
4983,816,2023-08-31,28,1,21.55,0.0,21.55,3
4983,816,2023-08-31,38,2,12.76,0.0,12.76,3
4983,816,2023-08-31,77,1,10.93,0.1,9.84,3
4983,816,2023-08-31,50,3,12.64,0.2,10.11,3
4983,816,2023-08-31,75,1,37.4,0.05,35.53,3
4984,816,2023-08-16,12,2,9.88,0.0,9.88,2
4984,816,2023-08-16,61,1,14.43,0.0,14.43,2
4985,816,2023-07-29,16,3,8.76,0.1,7.88,5
4985,816,2023-07-29,7,4,9.67,0.1,8.7,5
4985,816,2023-07-29,117,1,19.98,0.0,19.98,5
4986,816,2025-04-03,45,3,13.2,0.2,10.56,3
4986,816,2025-04-03,27,1,8.87,0.05,8.43,3
4986,816,2025-04-03,69,1,11.49,0.0,11.49,3
4987,816,2023-02-20,53,2,15.29,0.05,14.53,0
4987,816,2023-02-20,36,1,8.77,0.0,8.77,0
4988,816,2024-01-29,108,1,13.49,0.0,13.49,0
4988,816,2024-01-29,60,1,20.38,0.0,20.38,0
4988,816,2024-01-29,120,4,16.85,0.1,15.17,0
4988,816,2024-01-29,114,1,31.19,0.0,31.19,0
4989,816,2025-06-22,48,4,9.75,0.2,7.8,6
4989,816,2025-06-22,36,3,8.77,0.05,8.33,6
4990,817,2024-10-18,63,1,8.19,0.0,8.19,4
4990,817,2024-10-18,38,1,12.76,0.1,11.48,4
4991,817,2023-02-04,6,3,20.91,0.0,20.91,5
4991,817,2023-02-04,45,3,13.2,0.0,13.2,5
4991,817,2023-02-04,34,2,21.74,0.0,21.74,5
4992,817,2023-03-10,104,1,25.94,0.0,25.94,4
4992,817,2023-03-10,117,1,19.98,0.1,17.98,4
4992,817,2023-03-10,62,1,25.25,0.05,23.99,4
4992,817,2023-03-10,42,3,12.19,0.0,12.19,4
4993,817,2025-08-20,23,1,9.93,0.0,9.93,2
4993,817,2025-08-20,116,2,15.0,0.0,15.0,2
4994,817,2025-03-10,58,1,13.72,0.05,13.03,0
4994,817,2025-03-10,62,1,25.25,0.0,25.25,0
4994,817,2025-03-10,17,1,17.56,0.0,17.56,0
4994,817,2025-03-10,60,1,20.38,0.0,20.38,0
4995,818,2024-09-11,39,1,7.93,0.0,7.93,2
4995,818,2024-09-11,119,4,28.82,0.0,28.82,2
4996,818,2023-06-20,26,1,18.87,0.0,18.87,1
4996,818,2023-06-20,28,4,21.55,0.05,20.47,1
4996,818,2023-06-20,95,2,15.41,0.1,13.87,1
4996,818,2023-06-20,58,3,13.72,0.05,13.03,1
4997,818,2025-08-12,42,1,12.19,0.0,12.19,1
4997,818,2025-08-12,90,3,12.36,0.0,12.36,1
4998,818,2023-04-09,27,2,8.87,0.0,8.87,6
4998,818,2023-04-09,75,1,37.4,0.0,37.4,6
4998,818,2023-04-09,100,1,14.93,0.0,14.93,6
4999,818,2024-06-01,107,1,11.41,0.0,11.41,5
4999,818,2024-06-01,50,5,12.64,0.0,12.64,5
4999,818,2024-06-01,83,1,11.29,0.0,11.29,5
4999,818,2024-06-01,104,1,25.94,0.0,25.94,5
5000,818,2023-11-30,71,2,10.43,0.0,10.43,3
5000,818,2023-11-30,96,3,21.66,0.05,20.58,3
5000,818,2023-11-30,112,3,15.29,0.1,13.76,3
5000,818,2023-11-30,74,2,6.0,0.0,6.0,3
5000,818,2023-11-30,30,1,13.98,0.0,13.98,3
5001,819,2025-07-06,74,1,6.0,0.1,5.4,6
5001,819,2025-07-06,91,3,16.64,0.0,16.64,6
5001,819,2025-07-06,4,1,12.88,0.0,12.88,6
5001,819,2025-07-06,115,1,48.22,0.0,48.22,6
5002,819,2023-07-06,80,2,18.82,0.0,18.82,3
5002,819,2023-07-06,80,3,18.82,0.0,18.82,3
5002,819,2023-07-06,26,6,18.87,0.0,18.87,3
5002,819,2023-07-06,101,2,12.22,0.1,11.0,3
5003,819,2023-12-21,14,5,11.66,0.0,11.66,3
5003,819,2023-12-21,108,1,13.49,0.0,13.49,3
5003,819,2023-12-21,64,4,26.74,0.1,24.07,3
5004,819,2023-09-26,73,1,10.41,0.05,9.89,1
5004,819,2023-09-26,37,2,25.1,0.0,25.1,1
5005,819,2024-02-08,96,1,21.66,0.0,21.66,3
5005,819,2024-02-08,98,2,22.8,0.1,20.52,3
5006,819,2023-03-02,31,2,19.98,0.1,17.98,3
5006,819,2023-03-02,75,4,37.4,0.0,37.4,3
5006,819,2023-03-02,115,2,48.22,0.0,48.22,3
5007,819,2023-10-11,90,1,12.36,0.1,11.12,2
5007,819,2023-10-11,78,4,11.35,0.2,9.08,2
5007,819,2023-10-11,30,1,13.98,0.05,13.28,2
5008,819,2023-02-11,103,1,8.58,0.1,7.72,5
5009,820,2025-07-13,64,4,26.74,0.0,26.74,6
5009,820,2025-07-13,117,1,19.98,0.0,19.98,6
5010,820,2024-11-17,115,1,48.22,0.0,48.22,6
5010,820,2024-11-17,98,3,22.8,0.0,22.8,6
5011,820,2025-01-19,100,2,14.93,0.0,14.93,6
5011,820,2025-01-19,119,1,28.82,0.05,27.38,6
5012,820,2023-08-28,76,1,20.34,0.05,19.32,0
5013,820,2025-09-12,79,1,22.5,0.0,22.5,4
5013,820,2025-09-12,78,1,11.35,0.0,11.35,4
5013,820,2025-09-12,55,3,11.53,0.0,11.53,4
5013,820,2025-09-12,81,3,17.56,0.0,17.56,4
5013,820,2025-09-12,52,1,28.02,0.1,25.22,4
5014,820,2024-01-07,88,1,18.9,0.1,17.01,6
5015,821,2023-06-13,20,1,14.67,0.1,13.2,1
5016,821,2025-05-14,11,4,11.12,0.0,11.12,2
5016,821,2025-05-14,24,1,11.65,0.0,11.65,2
5017,821,2023-07-26,69,4,11.49,0.05,10.92,2
5017,821,2023-07-26,40,2,13.32,0.0,13.32,2
5017,821,2023-07-26,73,3,10.41,0.0,10.41,2
5017,821,2023-07-26,62,2,25.25,0.0,25.25,2
5018,821,2025-07-29,26,3,18.87,0.05,17.93,1
5018,821,2025-07-29,4,2,12.88,0.0,12.88,1
5018,821,2025-07-29,76,2,20.34,0.05,19.32,1
5019,821,2024-10-03,97,3,9.42,0.1,8.48,3
5019,821,2024-10-03,24,1,11.65,0.0,11.65,3
5020,821,2024-02-07,75,1,37.4,0.0,37.4,2
5020,821,2024-02-07,60,5,20.38,0.0,20.38,2
5020,821,2024-02-07,73,1,10.41,0.0,10.41,2
5021,821,2023-12-07,69,2,11.49,0.0,11.49,3
5021,821,2023-12-07,100,2,14.93,0.0,14.93,3
5021,821,2023-12-07,18,1,24.3,0.05,23.09,3
5021,821,2023-12-07,55,3,11.53,0.0,11.53,3
5022,822,2025-05-12,110,3,28.44,0.0,28.44,0
5022,822,2025-05-12,45,2,13.2,0.0,13.2,0
5023,822,2023-12-01,106,1,11.62,0.05,11.04,4
5023,822,2023-12-01,18,5,24.3,0.1,21.87,4
5024,822,2023-02-16,120,3,16.85,0.1,15.17,3
5025,822,2025-04-08,97,1,9.42,0.1,8.48,1
5025,822,2025-04-08,12,3,9.88,0.0,9.88,1
5025,822,2025-04-08,90,2,12.36,0.0,12.36,1
5025,822,2025-04-08,104,2,25.94,0.1,23.35,1
5026,822,2023-06-28,1,3,30.31,0.0,30.31,2
5026,822,2023-06-28,108,2,13.49,0.0,13.49,2
5026,822,2023-06-28,101,1,12.22,0.05,11.61,2
5026,822,2023-06-28,62,3,25.25,0.0,25.25,2
5027,822,2024-09-13,57,1,7.05,0.0,7.05,4
5028,822,2024-07-13,10,1,11.84,0.0,11.84,5
5028,822,2024-07-13,96,3,21.66,0.0,21.66,5
5028,822,2024-07-13,76,5,20.34,0.0,20.34,5
5029,822,2025-08-15,92,6,27.89,0.0,27.89,4
5029,822,2025-08-15,68,2,10.19,0.05,9.68,4
5030,822,2024-08-31,83,4,11.29,0.0,11.29,5
5030,822,2024-08-31,11,2,11.12,0.05,10.56,5
5030,822,2024-08-31,114,1,31.19,0.0,31.19,5
5031,822,2024-06-09,64,3,26.74,0.0,26.74,6
5031,822,2024-06-09,46,1,23.38,0.05,22.21,6
5031,822,2024-06-09,89,2,17.77,0.0,17.77,6
5031,822,2024-06-09,9,3,13.8,0.1,12.42,6
5031,822,2024-06-09,46,6,23.38,0.0,23.38,6
5031,822,2024-06-09,34,3,21.74,0.05,20.65,6
5032,822,2024-06-17,13,2,16.87,0.05,16.03,0
5032,822,2024-06-17,115,2,48.22,0.1,43.4,0
5032,822,2024-06-17,13,4,16.87,0.0,16.87,0
5033,823,2023-02-07,97,5,9.42,0.0,9.42,1
5033,823,2023-02-07,106,1,11.62,0.0,11.62,1
5033,823,2023-02-07,73,1,10.41,0.0,10.41,1
5034,823,2023-07-31,85,3,15.69,0.0,15.69,0
5034,823,2023-07-31,98,1,22.8,0.05,21.66,0
5035,823,2023-01-10,116,1,15.0,0.0,15.0,1
5035,823,2023-01-10,18,4,24.3,0.0,24.3,1
5035,823,2023-01-10,24,1,11.65,0.2,9.32,1
5036,823,2023-10-28,68,4,10.19,0.0,10.19,5
5037,823,2024-10-04,34,2,21.74,0.0,21.74,4
5037,823,2024-10-04,80,2,18.82,0.1,16.94,4
5037,823,2024-10-04,18,3,24.3,0.0,24.3,4
5038,824,2024-09-10,43,4,18.41,0.2,14.73,1
5039,824,2023-07-14,4,1,12.88,0.0,12.88,4
5039,824,2023-07-14,25,1,10.33,0.0,10.33,4
5039,824,2023-07-14,46,1,23.38,0.05,22.21,4
5040,824,2024-08-26,73,3,10.41,0.0,10.41,0
5040,824,2024-08-26,53,4,15.29,0.0,15.29,0
5040,824,2024-08-26,96,1,21.66,0.05,20.58,0
5040,824,2024-08-26,16,5,8.76,0.0,8.76,0
5041,824,2024-12-07,41,2,6.69,0.0,6.69,5
5042,824,2023-03-12,82,3,14.34,0.0,14.34,6
5042,824,2023-03-12,60,1,20.38,0.0,20.38,6
5042,824,2023-03-12,27,1,8.87,0.2,7.1,6
5043,824,2025-02-03,99,3,13.34,0.0,13.34,0
5043,824,2025-02-03,119,1,28.82,0.0,28.82,0
5044,825,2023-09-06,70,1,12.34,0.0,12.34,2
5044,825,2023-09-06,71,4,10.43,0.0,10.43,2
5045,825,2023-01-19,41,1,6.69,0.0,6.69,3
5045,825,2023-01-19,46,1,23.38,0.0,23.38,3
5045,825,2023-01-19,31,4,19.98,0.0,19.98,3
5045,825,2023-01-19,44,1,19.05,0.0,19.05,3
5045,825,2023-01-19,40,3,13.32,0.05,12.65,3
5046,825,2023-05-19,95,3,15.41,0.0,15.41,4
5046,825,2023-05-19,21,2,6.29,0.0,6.29,4
5046,825,2023-05-19,45,2,13.2,0.0,13.2,4
5047,826,2023-03-25,69,2,11.49,0.1,10.34,5
5047,826,2023-03-25,59,1,16.88,0.0,16.88,5
5047,826,2023-03-25,26,1,18.87,0.0,18.87,5
5047,826,2023-03-25,63,1,8.19,0.0,8.19,5
5048,826,2023-07-05,95,4,15.41,0.0,15.41,2
5048,826,2023-07-05,47,2,18.45,0.0,18.45,2
5048,826,2023-07-05,15,1,16.71,0.05,15.87,2
5049,826,2024-08-26,30,1,13.98,0.0,13.98,0
5049,826,2024-08-26,7,1,9.67,0.0,9.67,0
5049,826,2024-08-26,38,1,12.76,0.0,12.76,0
5050,826,2023-02-12,25,1,10.33,0.0,10.33,6
5050,826,2023-02-12,48,2,9.75,0.0,9.75,6
5051,826,2023-06-19,31,1,19.98,0.0,19.98,0
5051,826,2023-06-19,51,1,7.45,0.05,7.08,0
5052,827,2025-02-27,35,1,12.39,0.1,11.15,3
5053,827,2025-04-07,114,3,31.19,0.0,31.19,0
